# Primitive Mantle
#
# Sun, S. S., and McDonough, W. F. (1989), Chemical and isotopic systematics of oceanic basalts: Implications for mantle composition and processes, Geol.Soc., London, Spec. Publ., 42(1), 313–345.
#
# p318/Tab.1
#
Cs,Tl,Rb,Ba,W,Th,U,Nb,Ta,K,La,Ce,Pb,Pr,Mo,Sr,P,Nd,F,Sm,Zr,Hf,Eu,Sn,Sb,Ti,Gd,Tb,Dy,Li,Y,Ho,Er,Tm,Yb,Lu
0.0079,0.005,0.635,6.989,0.02,0.085,0.021,0.713,0.041,250,0.687,1.775,0.071,0.276,0.063,21.1,95,1.354,26,0.444,11.2,0.309,0.168,0.17,0.005,1300,0.596,0.108,0.737,1.6,4.55,0.164,0.48,0.074,0.493,0.074
